"DateTime;""grid (2233) (kw)"";""solar (2233) (kw)""",,
2019-06-02 00:00:00;1,985;0,2
2019-06-02 00:01:00;2,046;0,1
2019-06-02 00:02:00;2,151;0,2
2019-06-02 00:03:00;2,153;0,2
2019-06-02 00:04:00;2,199;0,1
2019-06-02 00:05:00;2,118;0,1
2019-06-02 00:06:00;1,955;0,1
2019-06-02 00:07:00;1,955;0,1
2019-06-02 00:08:00;1,947;0,1
2019-06-02 00:09:00;1,964;0,2
2019-06-02 00:10:00;1,974;0,1
2019-06-02 00:11:00;1,939;0,1
2019-06-02 00:12:00;1,931;0,1
2019-06-02 00:13:00;1,931;0,1
2019-06-02 00:14:00;1,947;0,1
2019-06-02 00:15:00;1,981;0,1
2019-06-02 00:16:00;1,96;0,1
2019-06-02 00:17:00;1,934;0,1
2019-06-02 00:18:00;1,935;0,2
2019-06-02 00:19:00;1,938;0,1
2019-06-02 00:20:00;1,978;0,1
2019-06-02 00:21:00;1,971;0,1
2019-06-02 00:22:00;1,932;0,1
2019-06-02 00:23:00;1,946;0,1
2019-06-02 00:24:00;1,995;0,1
2019-06-02 00:25:00;2,192;0,2
2019-06-02 00:26:00;2,192;0,2
2019-06-02 00:27:00;2,157;0,1
2019-06-02 00:28:00;2,674;0,2
2019-06-02 00:29:00;5,105;0,4
2019-06-02 00:30:00;5,091;0,4
2019-06-02 00:31:00;5,12;0,5
2019-06-02 00:32:00;5,086;0,4
2019-06-02 00:33:00;5,058;0,5
2019-06-02 00:34:00;5,056;0,4
2019-06-02 00:35:00;5,059;0,4
2019-06-02 00:36:00;5,105;0,5
2019-06-02 00:37:00;5,099;0,4
2019-06-02 00:38:00;5,063;0,5
2019-06-02 00:39:00;5,059;0,4
2019-06-02 00:40:00;5,056;0,5
2019-06-02 00:41:00;5,093;0,4
2019-06-02 00:42:00;5,098;0,5
2019-06-02 00:43:00;5,058;0,4
2019-06-02 00:44:00;5,05;0,5
2019-06-02 00:45:00;5,051;0,5
2019-06-02 00:46:00;5,08;0,4
2019-06-02 00:47:00;5,128;0,4
2019-06-02 00:48:00;5,25;0,5
2019-06-02 00:49:00;5,283;0,5
2019-06-02 00:50:00;5,274;0,4
2019-06-02 00:51:00;5,295;0,5
2019-06-02 00:52:00;5,227;0,5
2019-06-02 00:53:00;5,109;0,4
2019-06-02 00:54:00;5,09;0,4
2019-06-02 00:55:00;5,078;0,4
2019-06-02 00:56:00;5,072;0,4
2019-06-02 00:57:00;5,11;0,5
2019-06-02 00:58:00;5,105;0,5
2019-06-02 00:59:00;5,065;0,4
2019-06-02 01:00:00;5,063;0,4
2019-06-02 01:01:00;5,061;0,4
2019-06-02 01:02:00;5,094;0,5
2019-06-02 01:03:00;5,09;0,4
2019-06-02 01:04:00;5,047;0,4
2019-06-02 01:05:00;5,047;0,5
2019-06-02 01:06:00;5,05;0,4
2019-06-02 01:07:00;5,079;0,5
2019-06-02 01:08:00;5,091;0,4
2019-06-02 01:09:00;5,051;0,5
2019-06-02 01:10:00;5,065;0,5
2019-06-02 01:11:00;5,11;0,4
2019-06-02 01:12:00;5,299;0,5
2019-06-02 01:13:00;5,323;0,5
2019-06-02 01:14:00;5,311;0,5
2019-06-02 01:15:00;5,26;0,5
2019-06-02 01:16:00;5,087;0,5
2019-06-02 01:17:00;5,105;0,4
2019-06-02 01:18:00;5,127;0,5
2019-06-02 01:19:00;5,079;0,5
2019-06-02 01:20:00;4,743;0,4
2019-06-02 01:21:00;3,775;0,3
2019-06-02 01:22:00;4,557;0,4
2019-06-02 01:23:00;5,28;0,4
2019-06-02 01:24:00;5,271;0,4
2019-06-02 01:25:00;5,233;0,4
2019-06-02 01:26:00;5,233;0,4
2019-06-02 01:27:00;5,227;0,5
2019-06-02 01:28:00;5,274;0,5
2019-06-02 01:29:00;4,025;0,3
2019-06-02 01:30:00;3,768;0,3
2019-06-02 01:31:00;3,76;0,3
2019-06-02 01:32:00;3,763;0,3
2019-06-02 01:33:00;3,802;0,3
2019-06-02 01:34:00;3,839;0,3
2019-06-02 01:35:00;3,939;0,3
2019-06-02 01:36:00;3,996;0,3
2019-06-02 01:37:00;3,979;0,3
2019-06-02 01:38:00;3,998;0,3
2019-06-02 01:39:00;3,897;0,3
2019-06-02 01:40:00;3,806;0,3
2019-06-02 01:41:00;3,778;0,3
2019-06-02 01:42:00;3,761;0,3
2019-06-02 01:43:00;3,756;0,3
2019-06-02 01:44:00;3,789;0,3
2019-06-02 01:45:00;3,777;0,3
2019-06-02 01:46:00;3,751;0,3
2019-06-02 01:47:00;3,755;0,3
2019-06-02 01:48:00;3,759;0,3
2019-06-02 01:49:00;3,802;0,3
2019-06-02 01:50:00;3,799;0,3
2019-06-02 01:51:00;3,746;0,3
2019-06-02 01:52:00;3,746;0,3
2019-06-02 01:53:00;3,74;0,3
2019-06-02 01:54:00;3,78;0,3
2019-06-02 01:55:00;3,779;0,3
2019-06-02 01:56:00;3,755;0,2
2019-06-02 01:57:00;1,795;0,1
2019-06-02 01:58:00;0,897;0,
2019-06-02 01:59:00;0,968;0,
2019-06-02 02:00:00;0,947;0,
2019-06-02 02:01:00;0,925;0,
2019-06-02 02:02:00;0,866;0,
2019-06-02 02:03:00;0,663;0,1
2019-06-02 02:04:00;0,648;0,
2019-06-02 02:05:00;0,693;0,
2019-06-02 02:06:00;0,658;0,
2019-06-02 02:07:00;0,616;0,
2019-06-02 02:08:00;0,625;0,
2019-06-02 02:09:00;0,62;0,
2019-06-02 02:10:00;0,651;0,
2019-06-02 02:11:00;0,664;0,1
2019-06-02 02:12:00;0,625;-0,1
2019-06-02 02:13:00;0,617;0,
2019-06-02 02:14:00;0,617;0,
2019-06-02 02:15:00;0,639;-0,1
2019-06-02 02:16:00;0,662;-0,1
2019-06-02 02:17:00;0,644;0,
2019-06-02 02:18:00;0,626;-0,1
2019-06-02 02:19:00;0,63;0,
2019-06-02 02:20:00;0,628;-0,1
2019-06-02 02:21:00;0,691;0,
2019-06-02 02:22:00;0,786;0,
2019-06-02 02:23:00;0,852;0,
2019-06-02 02:24:00;0,84;0,
2019-06-02 02:25:00;0,842;0,
2019-06-02 02:26:00;0,796;-0,1
2019-06-02 02:27:00;0,689;0,
2019-06-02 02:28:00;0,682;-0,1
2019-06-02 02:29:00;0,636;0,
2019-06-02 02:30:00;0,617;0,
2019-06-02 02:31:00;0,617;0,
2019-06-02 02:32:00;0,653;0,
2019-06-02 02:33:00;0,658;0,
2019-06-02 02:34:00;0,619;0,
2019-06-02 02:35:00;0,617;-0,1
2019-06-02 02:36:00;0,617;0,
2019-06-02 02:37:00;0,642;0,
2019-06-02 02:38:00;0,661;-0,1
2019-06-02 02:39:00;0,645;0,
2019-06-02 02:40:00;0,617;0,
2019-06-02 02:41:00;2,09;0,1
2019-06-02 02:42:00;3,673;0,3
2019-06-02 02:43:00;3,704;0,3
2019-06-02 02:44:00;3,731;0,3
2019-06-02 02:45:00;3,754;0,3
2019-06-02 02:46:00;3,91;0,4
2019-06-02 02:47:00;3,91;0,3
2019-06-02 02:48:00;3,921;0,3
2019-06-02 02:49:00;3,948;0,3
2019-06-02 02:50:00;3,745;0,3
2019-06-02 02:51:00;3,718;0,3
2019-06-02 02:52:00;3,715;0,3
2019-06-02 02:53:00;3,687;0,3
2019-06-02 02:54:00;3,735;0,3
2019-06-02 02:55:00;3,73;0,3
2019-06-02 02:56:00;2,224;0,1
2019-06-02 02:57:00;0,811;0,
2019-06-02 02:58:00;0,724;0,
2019-06-02 02:59:00;0,656;-0,1
2019-06-02 03:00:00;0,66;-0,1
2019-06-02 03:01:00;0,629;0,
2019-06-02 03:02:00;0,622;-0,1
2019-06-02 03:03:00;0,62;0,
2019-06-02 03:04:00;0,641;0,
2019-06-02 03:05:00;0,666;0,
2019-06-02 03:06:00;0,639;0,
2019-06-02 03:07:00;0,621;0,
2019-06-02 03:08:00;0,654;0,
2019-06-02 03:09:00;0,821;0,
2019-06-02 03:10:00;0,888;0,
2019-06-02 03:11:00;0,871;0,
2019-06-02 03:12:00;0,84;0,
2019-06-02 03:13:00;0,751;0,
2019-06-02 03:14:00;2,032;0,1
2019-06-02 03:15:00;3,76;0,3
2019-06-02 03:16:00;3,742;0,3
2019-06-02 03:17:00;3,684;0,3
2019-06-02 03:18:00;3,687;0,3
2019-06-02 03:19:00;3,684;0,3
2019-06-02 03:20:00;3,711;0,3
2019-06-02 03:21:00;3,726;0,3
2019-06-02 03:22:00;3,698;0,3
2019-06-02 03:23:00;3,683;0,3
2019-06-02 03:24:00;3,682;0,3
2019-06-02 03:25:00;3,703;0,3
2019-06-02 03:26:00;3,73;0,3
2019-06-02 03:27:00;3,711;0,2
2019-06-02 03:28:00;3,679;0,3
2019-06-02 03:29:00;3,678;0,3
2019-06-02 03:30:00;3,686;0,3
2019-06-02 03:31:00;3,739;0,2
2019-06-02 03:32:00;2,558;0,2
2019-06-02 03:33:00;1,036;0,
2019-06-02 03:34:00;0,956;0,
2019-06-02 03:35:00;0,841;0,
2019-06-02 03:36:00;0,837;0,
2019-06-02 03:37:00;0,696;0,
2019-06-02 03:38:00;0,644;-0,1
2019-06-02 03:39:00;0,636;0,
2019-06-02 03:40:00;0,614;0,
2019-06-02 03:41:00;0,642;-0,1
2019-06-02 03:42:00;0,658;-0,1
2019-06-02 03:43:00;0,625;0,
2019-06-02 03:44:00;0,613;0,
2019-06-02 03:45:00;0,613;0,
2019-06-02 03:46:00;2,992;0,2
2019-06-02 03:47:00;3,707;0,3
2019-06-02 03:48:00;3,688;0,2
2019-06-02 03:49:00;3,674;0,3
2019-06-02 03:50:00;3,677;0,3
2019-06-02 03:51:00;3,682;0,3
2019-06-02 03:52:00;3,722;0,3
2019-06-02 03:53:00;3,71;0,3
2019-06-02 03:54:00;3,687;0,3
2019-06-02 03:55:00;3,76;0,2
2019-06-02 03:56:00;3,9;0,3
2019-06-02 03:57:00;3,93;0,3
2019-06-02 03:58:00;3,937;0,3
2019-06-02 03:59:00;3,888;0,3
2019-06-02 04:00:00;3,703;0,3
2019-06-02 04:01:00;3,713;0,3
2019-06-02 04:02:00;3,73;0,3
2019-06-02 04:03:00;3,707;0,3
2019-06-02 04:04:00;3,676;0,3
2019-06-02 04:05:00;3,659;0,3
2019-06-02 04:06:00;3,659;0,3
2019-06-02 04:07:00;3,675;0,2
2019-06-02 04:08:00;3,717;0,3
2019-06-02 04:09:00;3,699;0,2
2019-06-02 04:10:00;3,665;0,3
2019-06-02 04:11:00;3,662;0,2
2019-06-02 04:12:00;3,665;0,3
2019-06-02 04:13:00;3,703;0,3
2019-06-02 04:14:00;3,695;0,3
2019-06-02 04:15:00;3,657;0,3
2019-06-02 04:16:00;3,66;0,3
2019-06-02 04:17:00;3,683;0,3
2019-06-02 04:18:00;3,745;0,3
2019-06-02 04:19:00;3,892;0,3
2019-06-02 04:20:00;3,902;0,3
2019-06-02 04:21:00;3,885;0,3
2019-06-02 04:22:00;3,888;0,3
2019-06-02 04:23:00;3,77;0,3
2019-06-02 04:24:00;1,849;0,1
2019-06-02 04:25:00;0,852;0,
2019-06-02 04:26:00;0,698;-0,1
2019-06-02 04:27:00;0,619;0,
2019-06-02 04:28:00;0,633;-0,1
2019-06-02 04:29:00;0,662;0,
2019-06-02 04:30:00;0,65;-0,1
2019-06-02 04:31:00;0,624;0,
2019-06-02 04:32:00;0,609;0,
2019-06-02 04:33:00;0,617;0,
2019-06-02 04:34:00;0,615;0,
2019-06-02 04:35:00;0,596;-0,1
2019-06-02 04:36:00;0,597;0,
2019-06-02 04:37:00;0,599;-0,1
2019-06-02 04:38:00;0,596;0,
2019-06-02 04:39:00;0,597;0,
2019-06-02 04:40:00;0,597;0,
2019-06-02 04:41:00;0,625;-0,1
2019-06-02 04:42:00;0,681;0,
2019-06-02 04:43:00;0,825;0,
2019-06-02 04:44:00;0,823;0,
2019-06-02 04:45:00;0,824;-0,1
2019-06-02 04:46:00;0,802;0,
2019-06-02 04:47:00;0,628;0,
2019-06-02 04:48:00;0,628;-0,1
2019-06-02 04:49:00;0,624;0,
2019-06-02 04:50:00;0,597;0,
2019-06-02 04:51:00;0,598;0,
2019-06-02 04:52:00;0,599;-0,1
2019-06-02 04:53:00;0,6;0,
2019-06-02 04:54:00;0,599;0,
2019-06-02 04:55:00;0,603;0,
2019-06-02 04:56:00;0,6;-0,1
2019-06-02 04:57:00;0,601;0,
2019-06-02 04:58:00;0,603;0,
2019-06-02 04:59:00;0,601;0,
2019-06-02 05:00:00;0,6;0,
2019-06-02 05:01:00;0,603;-0,1
2019-06-02 05:02:00;0,601;-0,1
2019-06-02 05:03:00;0,601;0,
2019-06-02 05:04:00;0,608;-0,1
2019-06-02 05:05:00;0,631;0,
2019-06-02 05:06:00;0,809;-0,1
2019-06-02 05:07:00;0,83;0,
2019-06-02 05:08:00;0,834;0,
2019-06-02 05:09:00;0,83;0,
2019-06-02 05:10:00;0,721;0,
2019-06-02 05:11:00;0,63;0,
2019-06-02 05:12:00;0,648;0,
2019-06-02 05:13:00;0,663;0,1
2019-06-02 05:14:00;0,669;0,
2019-06-02 05:15:00;0,7;0,
2019-06-02 05:16:00;0,697;0,
2019-06-02 05:17:00;0,696;0,
2019-06-02 05:18:00;0,693;0,
2019-06-02 05:19:00;0,691;0,
2019-06-02 05:20:00;2,277;0,2
2019-06-02 05:21:00;3,675;0,3
2019-06-02 05:22:00;3,682;0,3
2019-06-02 05:23:00;3,688;0,3
2019-06-02 05:24:00;3,693;0,3
2019-06-02 05:25:00;3,692;0,3
2019-06-02 05:26:00;3,69;0,3
2019-06-02 05:27:00;3,688;0,2
2019-06-02 05:28:00;3,705;0,3
2019-06-02 05:29:00;3,826;0,3
2019-06-02 05:30:00;3,905;0,3
2019-06-02 05:31:00;3,89;0,2
2019-06-02 05:32:00;3,885;0,3
2019-06-02 05:33:00;3,826;0,3
2019-06-02 05:34:00;3,683;0,3
2019-06-02 05:35:00;3,686;0,3
2019-06-02 05:36:00;3,678;0,3
2019-06-02 05:37:00;3,663;0,3
2019-06-02 05:38:00;3,655;0,3
2019-06-02 05:39:00;3,648;0,3
2019-06-02 05:40:00;3,649;0,3
2019-06-02 05:41:00;3,652;0,3
2019-06-02 05:42:00;3,643;0,2
2019-06-02 05:43:00;3,412;0,3
2019-06-02 05:44:00;0,847;0,
2019-06-02 05:45:00;0,84;0,
2019-06-02 05:46:00;0,658;0,
2019-06-02 05:47:00;0,615;0,
2019-06-02 05:48:00;0,595;0,
2019-06-02 05:49:00;0,709;0,
2019-06-02 05:50:00;0,821;0,
2019-06-02 05:51:00;0,818;0,
2019-06-02 05:52:00;0,819;0,
2019-06-02 05:53:00;0,749;0,
2019-06-02 05:54:00;0,625;-0,1
2019-06-02 05:55:00;0,624;0,
2019-06-02 05:56:00;0,614;0,
2019-06-02 05:57:00;0,595;-0,1
2019-06-02 05:58:00;0,594;0,
2019-06-02 05:59:00;0,595;0,
2019-06-02 06:00:00;0,597;0,
2019-06-02 06:01:00;0,596;0,
2019-06-02 06:02:00;0,597;0,
2019-06-02 06:03:00;0,597;-0,1
2019-06-02 06:04:00;0,596;0,
2019-06-02 06:05:00;0,595;-0,1
2019-06-02 06:06:00;0,595;0,
2019-06-02 06:07:00;0,595;0,
2019-06-02 06:08:00;0,601;-0,1
2019-06-02 06:09:00;0,595;0,
2019-06-02 06:10:00;0,596;0,
2019-06-02 06:11:00;0,608;-0,1
2019-06-02 06:12:00;1,512;0,1
2019-06-02 06:13:00;2,215;0,1
2019-06-02 06:14:00;2,21;0,1
2019-06-02 06:15:00;2,167;0,1
2019-06-02 06:16:00;0,863;0,
2019-06-02 06:17:00;0,704;0,
2019-06-02 06:18:00;0,687;0,
2019-06-02 06:19:00;0,686;0,
2019-06-02 06:20:00;0,688;0,
2019-06-02 06:21:00;0,687;0,
2019-06-02 06:22:00;0,687;-0,1
2019-06-02 06:23:00;0,668;0,
2019-06-02 06:24:00;0,732;-0,1
2019-06-02 06:25:00;0,744;0,
2019-06-02 06:26:00;0,723;-0,1
2019-06-02 06:27:00;0,72;0,
2019-06-02 06:28:00;0,716;0,
2019-06-02 06:29:00;0,726;0,1
2019-06-02 06:30:00;0,714;0,
2019-06-02 06:31:00;0,714;-0,1
2019-06-02 06:32:00;0,714;0,
2019-06-02 06:33:00;0,713;0,
2019-06-02 06:34:00;0,725;0,
2019-06-02 06:35:00;0,779;0,
2019-06-02 06:36:00;0,99;-0,16
2019-06-02 06:37:00;1,091;-0,17
2019-06-02 06:38:00;1,178;-0,15
2019-06-02 06:39:00;1,176;-0,13
2019-06-02 06:40:00;1,132;-0,1
2019-06-02 06:41:00;1,007;-0,8
2019-06-02 06:42:00;0,925;-0,5
2019-06-02 06:43:00;0,797;0,
2019-06-02 06:44:00;0,776;0,4
2019-06-02 06:45:00;0,786;0,1
2019-06-02 06:46:00;0,767;0,15
2019-06-02 06:47:00;0,759;0,2
2019-06-02 06:48:00;0,762;0,25
2019-06-02 06:49:00;0,752;0,33
2019-06-02 06:50:00;0,744;0,42
2019-06-02 06:51:00;0,734;0,51
2019-06-02 06:52:00;0,717;0,59
2019-06-02 06:53:00;0,709;0,65
2019-06-02 06:54:00;0,698;0,71
2019-06-02 06:55:00;0,692;0,77
2019-06-02 06:56:00;0,686;0,83
2019-06-02 06:57:00;0,678;0,9
2019-06-02 06:58:00;0,682;0,98
2019-06-02 06:59:00;0,845;0,106
2019-06-02 07:00:00;0,879;0,112
2019-06-02 07:01:00;0,865;0,122
2019-06-02 07:02:00;0,863;0,132
2019-06-02 07:03:00;0,854;0,135
2019-06-02 07:04:00;0,675;0,137
2019-06-02 07:05:00;0,656;0,155
2019-06-02 07:06:00;0,639;0,171
2019-06-02 07:07:00;0,587;0,176
2019-06-02 07:08:00;0,562;0,189
2019-06-02 07:09:00;0,587;0,164
2019-06-02 07:10:00;0,668;0,92
2019-06-02 07:11:00;0,699;0,6
2019-06-02 07:12:00;0,697;0,62
2019-06-02 07:13:00;0,69;0,69
2019-06-02 07:14:00;0,676;0,79
2019-06-02 07:15:00;0,653;0,99
2019-06-02 07:16:00;0,659;0,93
2019-06-02 07:17:00;0,669;0,84
2019-06-02 07:18:00;0,622;0,7
2019-06-02 07:19:00;0,607;0,67
2019-06-02 07:20:00;0,593;0,81
2019-06-02 07:21:00;0,588;0,86
2019-06-02 07:22:00;0,666;0,115
2019-06-02 07:23:00;0,717;0,184
2019-06-02 07:24:00;0,671;0,169
2019-06-02 07:25:00;0,706;0,156
2019-06-02 07:26:00;0,717;0,132
2019-06-02 07:27:00;0,596;0,155
2019-06-02 07:28:00;0,325;0,31
2019-06-02 07:29:00;0,437;0,21
2019-06-02 07:30:00;0,301;0,321
2019-06-02 07:31:00;0,443;0,178
2019-06-02 07:32:00;0,326;0,284
2019-06-02 07:33:00;0,251;0,348
2019-06-02 07:34:00;0,443;0,169
2019-06-02 07:35:00;0,402;0,207
2019-06-02 07:36:00;0,446;0,167
2019-06-02 07:37:00;0,394;0,215
2019-06-02 07:38:00;0,365;0,241
2019-06-02 07:39:00;0,117;0,465
2019-06-02 07:40:00;0,132;0,45
2019-06-02 07:41:00;0,569,
2019-06-02 07:42:00;-0,028;0,595
2019-06-02 07:43:00;-0,056;0,619
2019-06-02 07:44:00;-0,096;0,657
2019-06-02 07:45:00;0,137;0,481
2019-06-02 07:46:00;0,404;0,408
2019-06-02 07:47:00;0,386;0,423
2019-06-02 07:48:00;0,134;0,648
2019-06-02 07:49:00;0,131;0,65
2019-06-02 07:50:00;0,203;0,583
2019-06-02 07:51:00;0,11;0,504
2019-06-02 07:52:00;-0,026;0,619
2019-06-02 07:53:00;0,208;0,407
2019-06-02 07:54:00;0,153;0,428
2019-06-02 07:55:00;0,139;0,443
2019-06-02 07:56:00;0,013;0,556
2019-06-02 07:57:00;0,323;0,276
2019-06-02 07:58:00;0,34;0,26
2019-06-02 07:59:00;0,326;0,272
2019-06-02 08:00:00;0,356;0,244
2019-06-02 08:01:00;0,363;0,238
2019-06-02 08:02:00;0,36;0,241
2019-06-02 08:03:00;0,326;0,269
2019-06-02 08:04:00;0,29;0,304
2019-06-02 08:05:00;0,277;0,314
2019-06-02 08:06:00;0,278;0,317
2019-06-02 08:07:00;0,269;0,323
2019-06-02 08:08:00;0,263;0,335
2019-06-02 08:09:00;0,423;0,339
2019-06-02 08:10:00;0,511;0,315
2019-06-02 08:11:00;0,538;0,282
2019-06-02 08:12:00;0,567;0,257
2019-06-02 08:13:00;0,601;0,224
2019-06-02 08:14:00;0,544;0,204
